OBJECTID,CODIGO,nombre,CATEGORIA,TECNOLOGIA,ESTADO,FECHA_INSTALACION,altitud,latitud,longitud,DEPARTAMENTO,MUNICIPIO,AREA_OPERATIVA,AREA_HIDROGRAFICA,ZONA_HIDROGRAFICA,CORRIENTE,FECHA_SUSPENSION,SUBZONA_HIDROGRAFICA,ENTIDAD
1920,21195080,BASE AEREA MELGAR [21195080],Climática Ordinaria,Convencional,Suspendida,1973-03-15,319,4.21222222,-74.63683333,Tolima,Melgar,Area Operativa 10 - Tolima,Magdalena Cauca,Alto Magdalena,Blanco,2014-08-28,Río Sumapaz,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
1921,26125110,PLAYA LA [26125110],Climática Ordinaria,Convencional,Suspendida,1972-03-15,1524,4.21666667,-75.76666667,Quindío,Génova,Area Operativa 09 - Cauca-Valle-Caldas,Magdalena Cauca,Cauca,Blanco,1973-09-15,Río La Vieja,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
1922,21215090,MARANONES [21215090],Climática Ordinaria,Convencional,Suspendida,1959-06-15,370,4.21666667,-74.93333333,Tolima,Espinal,Area Operativa 10 - Tolima,Magdalena Cauca,Alto Magdalena,Blanco,1971-08-15,Río Coello,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
1923,2904500130,RADIO SONDA BARRANQUILLA - AUT [2904500130],Radio Sonda,Automática con Telemetría,Activa,2016-04-04 19:00,31,10.885,-74.77944444,Atlantico,Soledad,Area Operativa 02 - Atlántico-Bolivar-Sucre,Magdalena Cauca,Bajo Magdalena,0,,Directos al Bajo Magdalena entre Calamar y desembocadura,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
1924,2607500131,RADIO SONDA PEREIRA - AUT [2607500131],Radio Sonda,Automática con Telemetría,Activa,2018-10-04 19:00,1340,3.53666667,-76.38722222,Valle del Cauca,Palmira,Area Operativa 09 - Cauca-Valle-Caldas,Magdalena Cauca,Cauca,0,,Río Guachal (Bolo - Fraile y Párraga),INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
1925,26057040,TIMBA [26057040],Limnigráfica,Convencional,Activa,1946-08-15,124,3.11711111,-76.62402778,Cauca,Buenos Aires,Area Operativa 09 - Cauca-Valle-Caldas,Magdalena Cauca,Cauca,Timba,,Río Timba,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
1926,21110160,MESA REDONDA [21110160],Pluviométrica,Convencional,Activa,1969-09-15,500,3.11847222,-75.19902778,Huila,Tello,Area Operativa 04 - Huila-Caquetá,Magdalena Cauca,Alto Magdalena,Timba,,Rio Fortalecillas y otros,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
1927,21130080,ORGANOS [21130080],Pluviométrica,Convencional,Activa,1973-04-15,800,3.12083333,-75.49225,Huila,Neiva,Area Operativa 04 - Huila-Caquetá,Magdalena Cauca,Alto Magdalena,Timba,,Río Aipe  Río Chenche y otros directos al Magdalena,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
1928,22027020,GAITANIA [22027020],Limnigráfica,Convencional,Activa,1972-03-15,1225,3.12605556,-75.65569444,Tolima,Planadas,Area Operativa 10 - Tolima,Magdalena Cauca,Saldaña,Ata,,Río Atá,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
1929,21120040,POTRERITO [21120040],Pluviométrica,Convencional,Activa,1989-04-15,850,3.14108333,-75.37947222,Huila,Aipe,Area Operativa 04 - Huila-Caquetá,Magdalena Cauca,Alto Magdalena,Ata,,Río Baché,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
1930,21110070,BARAYA [21110070],Pluviométrica,Convencional,Activa,1958-11-15,615,3.15033333,-75.05733333,Huila,Baraya,Area Operativa 04 - Huila-Caquetá,Magdalena Cauca,Alto Magdalena,Ata,,Rio Fortalecillas y otros,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
1931,53080020,CONCHA LA [53080020],Pluviométrica,Convencional,Activa,1980-02-15,150,3.16736111,-77.13572222,Cauca,López,Area Operativa 07 - Nariño-Putumayo,Pacifico,Tapaje - Dagua - Directos,Bache,,Río Naya - Yurumanguí,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
1932,26060030,VILLA RICA [26060030],Pluviométrica,Convencional,Activa,1966-10-15,988,3.17894444,-76.463,Cauca,Villa Rica,Area Operativa 09 - Cauca-Valle-Caldas,Magdalena Cauca,Cauca,Bache,,Río Quinamayo y otros directos al Cauca,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
1933,26040250,CORINTO [26040250],Pluviométrica,Convencional,Activa,1972-01-15,1107,3.17911111,-76.24769444,Cauca,Corinto,Area Operativa 09 - Cauca-Valle-Caldas,Magdalena Cauca,Cauca,Bache,,Río Palo,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
1934,21115050,SANTA HELENA [21115050],Agrometeorológica,Convencional,Suspendida,1963-08-15,1735,3.13333333,-75.06666667,Huila,Baraya,Area Operativa 04 - Huila-Caquetá,Magdalena Cauca,Alto Magdalena,Ata,1973-12-15,Rio Fortalecillas y otros,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
1935,21115110,BARAYA [21115110],Agrometeorológica,Convencional,Suspendida,1974-01-15,635,3.15,-75.06666667,Huila,Baraya,Area Operativa 04 - Huila-Caquetá,Magdalena Cauca,Alto Magdalena,Ata,1981-03-15,Rio Fortalecillas y otros,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
1936,22025010,AEROPUERTO PLANADAS [22025010],Climática Principal,Convencional,Suspendida,1964-10-15,1355,3.16666667,-75.66666667,Tolima,Planadas,Area Operativa 10 - Tolima,Magdalena Cauca,Saldaña,Ata,2004-07-15,Río Atá,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
1937,21127040,BACHE [21127040],Limnigráfica,Convencional,Suspendida,1972-02-15,399,3.16666667,-75.3,Huila,Aipe,Area Operativa 04 - Huila-Caquetá,Magdalena Cauca,Alto Magdalena,Bache,1984-03-15,Río Baché,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
1938,32080020,PISTA LA [32080020],Pluviométrica,Convencional,Suspendida,1980-05-14 19:00,300,3.15,-72.96666667,Meta,Puerto Lleras,Area Operativa 03 - Meta-Guaviare-Guainía,Orinoco,Meta,0,2019-01-21 2:59,Río Manacacias,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
1939,21115080,VILLAVIEJA FFCC [21115080],Climática Ordinaria,Convencional,Activa,1964-02-15,430,3.18305556,-75.2475,Huila,Villavieja,Area Operativa 04 - Huila-Caquetá,Magdalena Cauca,Alto Magdalena,Bache,,Rio Fortalecillas y otros,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
1940,1701500133,RADIO SONDA SAN ANDRES ISLA - AUT [1701500133],Radio Sonda,Automática con Telemetría,Activa,2016-04-04 19:00,4,12.58861111,-81.70083333,Archipiélago de San Andres  Providencia y Santa Catalina,San Andrés (Archipiélago de San Andrés  Providencia y Santa Catalina),Area Operativa 11 - Cundinamarca-Amazonas-San Andrés,Caribe,Islas Caribe,0,,San Andres,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
1941,21110330,POLONIA [21110330],Pluviométrica,Convencional,Activa,1965-11-15,429,3.18738889,-75.21841667,Huila,Villavieja,Area Operativa 04 - Huila-Caquetá,Magdalena Cauca,Alto Magdalena,Guaviare,,Rio Fortalecillas y otros,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
1942,21110230,BOCA LA [21110230],Pluviométrica,Convencional,Suspendida,1966-10-15,430,3.18333333,-75.26666667,Huila,Villavieja,Area Operativa 04 - Huila-Caquetá,Magdalena Cauca,Alto Magdalena,Magdalena,1978-07-15,Río Baché,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
1943,21117090,POLONIA [21117090],Limnimétrica,Convencional,Suspendida,1965-06-15,598,3.18333333,-75.23333333,Huila,Villavieja,Area Operativa 04 - Huila-Caquetá,Magdalena Cauca,Alto Magdalena,Villavieja,1998-12-15,Rio Fortalecillas y otros,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
1944,21110320,BATEAS [21110320],Pluviométrica,Convencional,Suspendida,1968-02-15,300,3.18333333,-75.2,Huila,Villavieja,Area Operativa 04 - Huila-Caquetá,Magdalena Cauca,Alto Magdalena,Villavieja,1978-12-15,Rio Fortalecillas y otros,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
1945,32157030,LAGUNA EL CEJAL [32157030],Limnimétrica,Convencional,Suspendida,1983-03-15,110,3.18333333,-70.16666667,Guainía,Mapiripana,Area Operativa 03 - Meta-Guaviare-Guainía,Orinoco,Guaviare,Guaviare,1984-01-15,Bajo Guaviare,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
1946,21130170,MANGA LA HACIENDA [21130170],Pluviométrica,Convencional,Suspendida,1979-10-15,450,3.2,-75.26666667,Huila,Aipe,Area Operativa 04 - Huila-Caquetá,Magdalena Cauca,Alto Magdalena,Guaviare,1992-09-15,Río Baché,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
1947,21117150,DESQUITE EL [21117150],Limnimétrica,Convencional,Suspendida,1984-06-15,600,3.2,-75.03333333,Huila,Baraya,Area Operativa 04 - Huila-Caquetá,Magdalena Cauca,Alto Magdalena,Quebrada Las Lajas,1998-12-15,Rio Fortalecillas y otros,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
1948,35020350,BETANIA [35020350],Pluviométrica,Convencional,Activa,1986-01-15,3150,4.21888889,-74.14686111,Bogotá,Bogota  D.C,Area Operativa 11 - Cundinamarca-Amazonas-San Andrés,Orinoco,Meta,Blanco,,Río Guayuriba,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
1949,26127160,NUEVO LIBARE BOCAT [26127160],Limnimétrica,Convencional,Suspendida,1999-02-15,1500,4.8,-75.61666667,RIsaralda,Pereira,Area Operativa 09 - Cauca-Valle-Caldas,Magdalena Cauca,Cauca,Otun,2002-10-15,Río Otún y otros directos al Cauca,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
1950,26137250,NUEVO LIBARE BOCAT [26137250],Limnimétrica,Convencional,Suspendida,1999-02-15,1500,4.8,-75.61666667,RIsaralda,Pereira,Area Operativa 09 - Cauca-Valle-Caldas,Magdalena Cauca,Cauca,Otun,2005-09-15,Río Otún y otros directos al Cauca,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
1951,26030090,REMOLINO [26030090],Pluviométrica,Convencional,Activa,1979-09-14 19:00,1628,2.515,-76.82972222,Cauca,El Tambo (Cauca),Area Operativa 09 - Cauca-Valle-Caldas,Magdalena Cauca,Cauca,0,,Rio Salado y otros directos Cauca,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
1952,21250070,SIERRA LA [21250070],Pluviométrica,Convencional,Activa,1955-07-15,472,4.80011111,-74.93569444,Tolima,Lérida,Area Operativa 10 - Tolima,Magdalena Cauca,Alto Magdalena,Recio,,Río Lagunilla y Otros Directos al Magdalena,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
1953,26130180,SAN ISIDRO [26130180],Pluviométrica,Convencional,Activa,1970-09-15,1196,4.80097222,-75.85833333,RIsaralda,Pereira,Area Operativa 09 - Cauca-Valle-Caldas,Magdalena Cauca,Cauca,Recio,,Río La Vieja,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
1954,21201140,ESPERANZA LA [21201140],Pluviométrica,Convencional,Activa,1974-07-15,2555,4.80216667,-74.17997222,Cundinamarca,Tenjo,Area Operativa 11 - Cundinamarca-Amazonas-San Andrés,Magdalena Cauca,Alto Magdalena,Recio,,Río Bogotá,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
1955,21206180,PRIMAVERA D MATIMA [21206180],Climática Ordinaria,Convencional,Activa,1986-04-15,1850,4.8055,-74.44347222,Cundinamarca,Anolaima,Area Operativa 11 - Cundinamarca-Amazonas-San Andrés,Magdalena Cauca,Alto Magdalena,Recio,,Río Bogotá,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
1956,35060020,SUEVA [35060020],Pluviométrica,Convencional,Activa,1972-07-15,1965,4.81,-73.70716667,Cundinamarca,Junín,Area Operativa 11 - Cundinamarca-Amazonas-San Andrés,Orinoco,Meta,Recio,,Río Guavio,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
1957,26125510,SOLMAFORO PEREIRA [26125510],Meteorológica Especial,Automática sin Telemetría,Activa,2013-10-10,1411,4.81155556,-75.69236111,RIsaralda,Pereira,Area Operativa 09 - Cauca-Valle-Caldas,Magdalena Cauca,Cauca,Recio,,Río La Vieja,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
1958,26130220,MARACAY [26130220],Pluviométrica,Convencional,Activa,1978-09-15,121,4.81216667,-75.84305556,RIsaralda,Pereira,Area Operativa 09 - Cauca-Valle-Caldas,Magdalena Cauca,Cauca,Recio,,Río Otún y otros directos al Cauca,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
1959,26125710,AEROPUERTO MATECANA [26125710],Sinóptica Principal,Automática con Telemetría,Activa,2014-09-12,1342,4.812675,-75.73951944,RIsaralda,Pereira,Area Operativa 09 - Cauca-Valle-Caldas,Magdalena Cauca,Cauca,Recio,,Río La Vieja,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
1960,26155501,EMMA GLACIAR CONEJERAS [26155501],Meteorológica Especial,Automática con Telemetría,Activa,2010-08-22,4780,4.81297222,-75.37077778,Caldas,Villamaria,Area Operativa 09 - Cauca-Valle-Caldas,Magdalena Cauca,Cauca,Recio,,Río Chinchiná,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
1961,21206690,COL MIGUEL A. CARO [21206690],Climática Ordinaria,Convencional,Activa,2001-11-15,2700,4.81316667,-74.03111111,Bogotá,Bogota  D.C,Area Operativa 11 - Cundinamarca-Amazonas-San Andrés,Magdalena Cauca,Alto Magdalena,Recio,,Río Bogotá,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
1962,21257020,BOCATOMA [21257020],Limnimétrica,Convencional,Suspendida,1956-10-15,470,4.8,-74.98333333,Tolima,Lérida,Area Operativa 10 - Tolima,Magdalena Cauca,Alto Magdalena,Recio,1981-01-15,Río Lagunilla y Otros Directos al Magdalena,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
1963,21250630,BALMORAL [21250630],Pluviométrica,Convencional,Suspendida,1983-07-15,415,4.8,-74.91666667,Tolima,Lérida,Area Operativa 10 - Tolima,Magdalena Cauca,Alto Magdalena,Recio,2002-02-15,Río Lagunilla y Otros Directos al Magdalena,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
1964,21250580,BOQUERON [21250580],Pluviométrica,Convencional,Suspendida,1983-07-15,405,4.8,-74.83333333,Tolima,Ambalema,Area Operativa 10 - Tolima,Magdalena Cauca,Alto Magdalena,Recio,2002-02-15,Río Lagunilla y Otros Directos al Magdalena,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
1965,21206250,CORITO [21206250],Meteorológica Especial,Convencional,Suspendida,1988-06-15,2580,4.8,-74.36666667,Cundinamarca,Facatativá,Area Operativa 11 - Cundinamarca-Amazonas-San Andrés,Magdalena Cauca,Alto Magdalena,Recio,1991-05-15,Río Bogotá,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
1966,35225010,MODULOS [35225010],Climática Ordinaria,Convencional,Suspendida,1978-04-15,130,4.8,-71.33333333,Casanare,Orocué,Area Operativa 03 - Meta-Guaviare-Guainía,Orinoco,Meta,Recio,1981-05-15,Caño Guanápalo y otros directos al Meta,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
1967,35060220,GLORIA LA [35060220],Pluviométrica,Convencional,Activa,1964-09-15,1845,4.81569444,-73.41977778,Cundinamarca,Ubalá,Area Operativa 11 - Cundinamarca-Amazonas-San Andrés,Orinoco,Meta,Recio,,Río Guavio,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
1968,35067010,GLORIA LA [35067010],Limnigráfica,Convencional,Activa,1963-03-15,1900,4.81591667,-73.41927778,Cundinamarca,Ubalá,Area Operativa 11 - Cundinamarca-Amazonas-San Andrés,Orinoco,Meta,Negro,,Río Guavio,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
1969,35067330,PUENTE REYES [35067330],Limnimétrica,Convencional,Activa,2010-02-16 19:00,1773,4.81775,-73.64261111,Cundinamarca,Gachetá,Area Operativa 11 - Cundinamarca-Amazonas-San Andrés,Orinoco,Meta,Guavio,,Río Guavio,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
1970,35197180,MANI [35197180],Limnimétrica,Convencional,Activa,1993-09-15,290,4.817,-72.29138889,Casanare,Mani,Area Operativa 06 - Boyacá-Casanare-Vichada,Orinoco,Meta,Cusiana,,Río Cusiana,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
1971,26157160,CONEJERAS1 - AUT [26157160],Limnigráfica,Automática sin Telemetría,Activa,2007-12-06,4685,4.81916667,-75.37786111,Caldas,Villamaria,Area Operativa 09 - Cauca-Valle-Caldas,Magdalena Cauca,Cauca,Claro,,Río Chinchiná,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
1972,21215140,CEMENTOS DIAMANTE [21215140],Meteorológica Especial,Convencional,Suspendida,2000-10-15,780,4.33130556,-75.08066667,Tolima,Ibagué,Area Operativa 10 - Tolima,Magdalena Cauca,Alto Magdalena,0,2018-06-20 11:06,Río Coello,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
1973,26120120,CAMELIA LA [26120120],Pluviométrica,Convencional,Activa,1971-07-15,124,4.33155556,-75.83483333,Valle del Cauca,Caicedonia,Area Operativa 09 - Cauca-Valle-Caldas,Magdalena Cauca,Cauca,Meta,,Río La Vieja,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
1974,21210170,PALOGRANDE HACIENDA [21210170],Pluviométrica,Convencional,Activa,1986-11-15,2212,4.33188889,-75.40133333,Tolima,Ibagué,Area Operativa 10 - Tolima,Magdalena Cauca,Alto Magdalena,Meta,,Río Coello,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
1975,21250620,MANGON EL [21250620],Pluviométrica,Convencional,Suspendida,1983-07-15,450,4.81666667,-74.91666667,Tolima,Lérida,Area Operativa 10 - Tolima,Magdalena Cauca,Alto Magdalena,Negro,2002-02-15,Río Lagunilla y Otros Directos al Magdalena,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
1976,21250600,GAMBA [21250600],Pluviométrica,Convencional,Suspendida,1983-07-15,320,4.81666667,-74.76666667,Tolima,Ambalema,Area Operativa 10 - Tolima,Magdalena Cauca,Alto Magdalena,Negro,2002-02-15,Río Lagunilla y Otros Directos al Magdalena,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
1977,21201270,TIBAR EL [21201270],Pluviométrica,Convencional,Suspendida,1980-12-15,2550,4.81666667,-74.23333333,Cundinamarca,Madrid,Area Operativa 11 - Cundinamarca-Amazonas-San Andrés,Magdalena Cauca,Alto Magdalena,Negro,2002-02-15,Río Bogotá,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
1978,35060040,SANTA ROSA D UBALA 1 [35060040],Pluviométrica,Convencional,Suspendida,1960-08-15,1570,4.81666667,-73.4,Cundinamarca,Ubalá,Area Operativa 11 - Cundinamarca-Amazonas-San Andrés,Orinoco,Meta,Negro,1973-02-15,Río Guavio,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
1979,26170170,PRADERA LA [26170170],Pluviométrica,Convencional,Suspendida,1970-09-15,1950,5.53333333,-75.66666667,Antioquia,Caramanta,Area Operativa 01 - Antioquia-Chocó,Magdalena Cauca,Cauca,Claro,1987-07-15,Río Frío y Otros Directos al Cauca,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
1980,26120170,PIJAO [26120170],Pluviométrica,Convencional,Activa,1974-11-15,1685,4.33275,-75.70627778,Quindío,Pijao,Area Operativa 09 - Cauca-Valle-Caldas,Magdalena Cauca,Cauca,Meta,,Río La Vieja,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
1981,35040010,EL RETIRO [35040010],Pluviométrica,Convencional,Activa,1968-08-14 19:00,870,4.33872222,-73.54652778,Cundinamarca,Medina,Area Operativa 03 - Meta-Guaviare-Guainía,Orinoco,Meta,0,,Río Guacavía,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
1982,26127150,PIJAO [26127150],Limnimétrica,Convencional,Activa,1999-02-15,1679,4.33391667,-75.70297222,Quindío,Pijao,Area Operativa 09 - Cauca-Valle-Caldas,Magdalena Cauca,Cauca,Lejos,,Río La Vieja,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
1983,21210200,BUENOS AIRES [21210200],Pluviométrica,Convencional,Activa,1986-12-15,728,4.33513889,-75.07344444,Tolima,Ibagué,Area Operativa 10 - Tolima,Magdalena Cauca,Alto Magdalena,Lejos,,Río Coello,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
1984,26127030,BARRAGAN [26127030],Limnimétrica,Convencional,Activa,1999-02-15,113,4.33744444,-75.79205556,Quindío,Pijao,Area Operativa 09 - Cauca-Valle-Caldas,Magdalena Cauca,Cauca,Barragan,,Río La Vieja,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
1985,35127020,CAMP YUCAO [35127020],Limnigráfica,Convencional,Activa,1977-03-15,147,4.34055556,-72.15636111,Meta,Puerto López,Area Operativa 03 - Meta-Guaviare-Guainía,Orinoco,Meta,Yucao,,Río Yucao,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
1986,21217140,PUENTE LUISA [21217140],Limnimétrica,Convencional,Activa,1985-03-15,2205,4.34136111,-75.52008333,Tolima,Cajamarca,Area Operativa 10 - Tolima,Magdalena Cauca,Alto Magdalena,Anaime,,Río Coello,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
1987,21215130,CUCUANA HACIENDA [21215130],Climática Ordinaria,Convencional,Activa,1986-11-15,2229,4.34138889,-75.51858333,Tolima,Cajamarca,Area Operativa 10 - Tolima,Magdalena Cauca,Alto Magdalena,Anaime,,Río Coello,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
1988,26110040,BOLIVAR [26110040],Pluviométrica,Convencional,Activa,1961-04-15,972,4.34294444,-76.19044444,Valle del Cauca,Bolívar (Valle del cauca),Area Operativa 09 - Cauca-Valle-Caldas,Magdalena Cauca,Cauca,Anaime,,Rios Pescador - RUT - Chanco - Catarina y Cañaveral,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
1989,21190030,TIBACUY [21190030],Pluviográfica,Convencional,Activa,1986-10-15,1635,4.34805556,-74.45447222,Cundinamarca,Tibacuy,Area Operativa 11 - Cundinamarca-Amazonas-San Andrés,Magdalena Cauca,Alto Magdalena,Anaime,,Río Sumapaz,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
1990,21190460,BATAN [21190460],Pluviométrica,Convencional,Activa,1997-07-15,2240,4.35,-74.4,Cundinamarca,Pasca,Area Operativa 11 - Cundinamarca-Amazonas-San Andrés,Magdalena Cauca,Alto Magdalena,Pescador,,Río Sumapaz,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
1991,26117010,BOCATOMA [26117010],Limnimétrica,Convencional,Suspendida,1946-05-15,10,4.35,-76.2,Valle del Cauca,Bolívar (Valle del cauca),Area Operativa 09 - Cauca-Valle-Caldas,Magdalena Cauca,Cauca,Pescador,1987-04-15,Rios Pescador - RUT - Chanco - Catarina y Cañaveral,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
1992,21190250,TIBACUY [21190250],Pluviométrica,Convencional,Suspendida,1974-11-15,1550,4.35,-74.45,Cundinamarca,Tibacuy,Area Operativa 11 - Cundinamarca-Amazonas-San Andrés,Magdalena Cauca,Alto Magdalena,Pescador,1989-06-15,Río Sumapaz,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
1993,35027020,ORO PODRIDO [35027020],Limnimétrica,Convencional,Suspendida,1957-01-15,1345,4.35,-73.88333333,Cundinamarca,Cáqueza,Area Operativa 11 - Cundinamarca-Amazonas-San Andrés,Orinoco,Meta,Negro,1994-08-15,Río Guayuriba,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
1994,23110030,PUERTO NINO [23110030],Pluviométrica,Convencional,Activa,1974-08-14 19:00,150,5.93752778,-74.42177778,Boyacá,Puerto Boyacá,Area Operativa 10 - Tolima,Magdalena Cauca,Medio Magdalena,0,,Directos al Magdalena Medio entre ríos Negro,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
1995,21220050,ACEITUNO EL [21220050],Pluviométrica,Convencional,Activa,1969-01-15,680,4.35344444,-75.05305556,Tolima,Ibagué,Area Operativa 10 - Tolima,Magdalena Cauca,Alto Magdalena,Upia,,Río Coello,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
1996,53060020,SAIJA [53060020],Pluviométrica,Convencional,Activa,1966-09-14 19:00,30,2.87180556,-77.62166667,Cauca,Timbiquí,Area Operativa 07 - Nariño-Putumayo,Pacifico,Tapaje - Dagua - Directos,0,,Río Saija,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES
